transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
51,77,3108,4/16/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
52,96,857,4/17/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39427
53,6,3455,4/18/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549
54,27,2549,4/19/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,34527
55,0,3140,4/20/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
56,47,3406,4/21/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470
57,94,2294,4/22/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
58,91,1031,4/23/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
59,93,993,4/24/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
60,60,3473,4/25/2017,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848
61,0,1839,4/26/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34244
62,33,1824,4/27/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
63,35,368,4/28/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
64,0,2000,4/29/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,39031
65,28,825,4/30/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696
66,86,3315,5/1/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367
67,2,75,5/2/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
68,4,1498,5/3/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258
69,38,1612,5/4/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
70,27,2192,5/5/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
71,54,419,5/6/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
72,77,3307,5/7/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
73,22,2430,5/8/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
74,56,1506,5/9/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
75,58,1346,5/10/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
76,22,927,5/11/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552
77,50,763,5/12/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668
78,80,2397,5/13/2017,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145
79,87,102,5/14/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
80,15,2884,5/15/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
81,84,759,5/16/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
82,21,773,5/17/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,40670
83,0,3398,5/18/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626
84,33,3297,5/19/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
85,84,2434,5/20/2017,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
86,1,1861,5/21/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
87,27,1233,5/22/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455
88,31,1390,5/23/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079
89,0,2682,5/24/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303
90,62,439,5/25/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
91,17,1579,5/26/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35160
92,73,2984,5/27/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668
93,33,3470,5/28/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498
94,86,1,5/29/2017,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482
95,45,757,5/30/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
96,1,1778,5/31/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649
97,80,211,6/1/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38339
98,49,333,6/2/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
99,95,32,6/3/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
100,0,119,6/4/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,36146
101,18,2347,6/5/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
102,4,2353,6/6/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40649
103,33,788,6/7/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
104,78,1468,6/8/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
105,89,821,6/9/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434
106,70,2489,6/10/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
107,79,2710,6/11/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
108,26,947,6/12/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
109,39,1335,6/13/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991
110,36,1076,6/14/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,35052
111,0,3320,6/15/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
112,84,779,6/16/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
113,98,3296,6/17/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364
114,75,455,6/18/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873
115,76,1779,6/19/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482
116,72,2703,6/20/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,40553
117,42,806,6/21/2017,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,34071
118,20,22,6/22/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
119,64,1591,6/23/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647
120,0,678,6/24/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
121,25,50,6/25/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888
122,24,1038,6/26/2017,1,Approved,Solex,Road,medium,large,1777.8,820.78,34115
123,31,1453,6/27/2017,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
124,98,1339,6/28/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
125,22,3382,6/29/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
126,53,773,6/30/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823
127,84,2503,7/1/2017,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482
128,25,1057,7/2/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
129,50,1397,7/3/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295
130,44,2134,7/4/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
131,96,2403,7/5/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
132,12,1937,7/6/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
133,93,1282,7/7/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539
134,78,2183,7/8/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429
135,84,1788,7/9/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859
136,65,1170,7/10/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105
137,0,431,7/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1942.61,556.0469512,38199.77655
138,29,1940,7/12/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
139,32,2073,7/13/2017,0,Cancelled,Giant Bicycles,Standard,high,medium,1179,707.4,36833
140,11,462,7/14/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560
141,10,2728,7/15/2017,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
142,46,2053,7/16/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
143,60,2135,7/17/2017,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047
144,92,1217,7/18/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
145,7,2992,7/19/2017,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693
146,41,3261,7/20/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
147,67,2748,7/21/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
148,14,3262,7/22/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
149,89,788,7/23/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
150,9,3067,7/24/2017,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586
151,31,701,7/25/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698
152,92,648,7/26/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833
153,37,3286,7/27/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
154,3,3383,7/28/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784
155,56,982,7/29/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42404
156,14,676,7/30/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,37873
157,6,385,7/31/2017,1,Approved,Solex,Standard,high,medium,748.17,448.9,42105
158,50,1229,8/1/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915
159,10,3232,8/2/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
160,0,3300,8/3/2017,0,Approved,WeareA2B,Road,medium,medium,1656.86,556.0469512,38199.77655
161,69,2381,8/4/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
162,78,371,8/5/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
163,80,2519,8/6/2017,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226
164,17,2264,8/7/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
165,3,2637,8/8/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
166,78,3262,8/9/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
167,90,3177,8/10/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
168,87,2267,8/11/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
169,97,456,8/12/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,38002
170,6,404,8/13/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838
171,100,3121,8/14/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
172,55,2365,8/15/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259
173,100,2528,8/16/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
174,10,3151,8/17/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586
175,25,3241,8/18/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696
176,74,1335,8/19/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873
177,90,2234,8/20/2017,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
178,56,3226,8/21/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
179,62,1365,8/22/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
180,20,3349,8/23/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
181,17,1002,8/24/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,40670
182,16,2282,8/25/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
183,46,2656,8/26/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
184,71,2409,8/27/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
185,91,1711,8/28/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193
186,17,2582,8/29/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
187,1,1005,8/30/2017,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873
188,3,1597,8/31/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
189,56,2713,9/1/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143
190,37,1435,9/2/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672
191,34,1477,9/3/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526
192,0,1614,9/4/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
193,12,1254,9/5/2017,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880
194,25,1423,9/6/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553
195,81,276,9/7/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
196,19,1315,9/8/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334
197,45,591,9/9/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
198,74,1017,9/10/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
199,33,2123,9/11/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
200,57,2889,9/12/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143
201,0,3208,9/13/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
202,23,2406,9/14/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031
203,67,2041,9/15/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
204,81,1598,9/16/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
205,58,1842,9/17/2017,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
206,5,141,9/18/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
207,94,1321,9/19/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
208,51,183,9/20/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
209,59,2591,9/21/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
210,63,3356,9/22/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879
211,40,766,9/23/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
212,80,1596,9/24/2017,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647
213,82,520,9/25/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
214,46,868,9/26/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,41009
215,78,2999,9/27/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42226
216,72,352,9/28/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
217,75,1140,9/29/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193
218,40,621,9/30/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
219,2,3307,10/1/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
220,10,1502,10/2/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
221,35,936,10/3/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
222,8,939,10/4/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,40649
223,2,2698,10/5/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
224,69,579,10/6/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
225,54,2036,10/7/2017,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
226,8,3077,10/8/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,34079
227,86,369,10/9/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482
228,13,821,10/10/2017,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345
229,19,2687,10/11/2017,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
230,86,681,10/12/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434
231,46,37,10/13/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
232,30,3002,10/14/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,36361
233,92,396,10/15/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
234,71,550,10/16/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
235,77,1605,10/17/2017,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
236,7,2325,10/18/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
237,23,1420,10/19/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
238,12,3099,10/20/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586
239,61,1645,10/21/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42145
240,21,546,10/22/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,33552
241,86,2885,10/23/2017,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626
242,57,2740,10/24/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146
243,63,3166,10/25/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
244,63,3487,10/26/2017,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
245,33,2890,10/27/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336
246,98,3370,10/28/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172
247,15,3393,10/29/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880
248,57,2410,10/30/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143
249,61,3466,10/31/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
250,48,1454,11/1/2017,0,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470
251,63,1967,11/2/2017,0,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145
252,78,3089,11/3/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533
253,2,3123,11/4/2017,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
254,67,2692,11/5/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,36334
255,67,2801,11/6/2017,1,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
256,13,1580,11/7/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
257,65,352,11/8/2017,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
258,49,1777,11/9/2017,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
259,87,142,11/10/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667
260,31,3393,11/11/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
261,17,599,11/12/2017,0,Approved,Solex,Standard,high,medium,1024.66,614.8,39880
262,91,1258,11/13/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
263,53,3405,11/14/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,36668
264,38,3198,11/15/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,34170
265,20,834,11/16/2017,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
266,44,3467,11/17/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
267,69,3436,11/18/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922
268,68,1516,11/19/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
269,11,2833,11/20/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,41345
270,2,2362,11/21/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573
271,27,2337,11/22/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
272,0,2149,11/23/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
273,81,2133,11/24/2017,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,35470
274,6,360,11/25/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,41701
275,76,2969,11/26/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922
276,18,1720,11/27/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,34244
277,18,2904,11/28/2017,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145
278,9,754,11/29/2017,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
279,35,1826,11/30/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
280,93,2487,12/1/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,42458
281,40,2815,12/2/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
282,1,541,12/3/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
283,16,302,12/4/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
284,44,2024,12/5/2017,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
285,48,142,12/6/2017,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
286,56,768,12/7/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
287,36,2147,12/8/2017,1,Approved,Solex,Standard,low,medium,1289.85,74.51,41064
